# https://explorer.lisk.io and whois results
# Lisk
IP Address|Version|OS|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
89.40.125.40|2.1.6|linux3.16.0-4-amd64|200185|89.40.124.0/22|IT|ripencc|2005-11-29|XANDMAIL-ASN, DE
89.46.74.232|2.1.6|linux3.16.0-4-amd64|31034|89.46.72.0/21|IT|ripencc|2005-11-29|ARUBA-ASN, IT
91.121.174.76|2.1.6|linux4.9.132-xxxx-std-ipv6-64|16276|91.121.0.0/16|FR|ripencc|2006-09-20|OVH, FR
91.134.201.243|1.5.0|linux3.10.0-693.21.1.el7.x86_64|16276|91.134.0.0/16|FR|ripencc|2006-10-30|OVH, FR
94.16.117.192|2.1.3|linux4.15.0-58-generic|197540|94.16.112.0/21|DE|ripencc|2008-06-05|NETCUP-AS netcup GmbH, DE
94.16.122.131|2.1.4|linux4.4.0-142-generic|197540|94.16.120.0/22|DE|ripencc|2008-06-05|NETCUP-AS netcup GmbH, DE
94.177.225.145|2.0.0|linux4.4.0-116-generic|200185|94.177.224.0/21|IT|ripencc|2008-08-14|XANDMAIL-ASN, DE
94.177.252.147|2.1.3|linux4.4.0-139-generic|199883|94.177.252.0/22|IT|ripencc|2008-08-14|ARUBACLOUDLTD-ASN, GB
94.23.166.15|2.1.6|linux4.4.0-177-generic|16276|94.23.0.0/16|FR|ripencc|2008-07-15|OVH, FR
94.23.213.98|2.1.4|linux4.15.0-99-generic|16276|94.23.0.0/16|FR|ripencc|2008-07-15|OVH, FR
94.23.250.111|2.1.6|linux4.15.0-33-generic|16276|94.23.0.0/16|FR|ripencc|2008-07-15|OVH, FR
94.237.25.87|2.1.6|linux4.4.0-145-generic|202053|94.237.24.0/21|FI|ripencc|2008-10-22|UPCLOUD, FI
94.237.41.29|2.1.6|linux4.15.0-99-generic|202053|94.237.40.0/21|FI|ripencc|2008-10-22|UPCLOUD, FI
94.237.42.12|2.1.6|linux4.15.0-99-generic|202053|94.237.40.0/21|FI|ripencc|2008-10-22|UPCLOUD, FI
94.237.45.194|2.1.6|linux4.15.0-99-generic|202053|94.237.40.0/21|FI|ripencc|2008-10-22|UPCLOUD, FI
94.237.46.150|2.1.6|linux4.15.0-99-generic|202053|94.237.40.0/21|FI|ripencc|2008-10-22|UPCLOUD, FI
94.237.46.71|2.1.6|linux4.15.0-99-generic|202053|94.237.40.0/21|FI|ripencc|2008-10-22|UPCLOUD, FI
94.237.57.159|2.1.6|linux4.15.0-99-generic|202053|94.237.48.0/20|FI|ripencc|2008-10-22|UPCLOUD, FI
94.237.93.169|2.1.6|linux4.15.0-99-generic|202053|94.237.80.0/20|FI|ripencc|2008-10-22|UPCLOUD, FI
95.179.134.25|2.1.6|linux4.4.0-171-generic|20473|95.179.128.0/20|NL|ripencc|2009-01-22|AS-CHOOPA, US
95.179.140.110|2.1.6|linux4.15.0-36-generic|20473|95.179.128.0/20|NL|ripencc|2009-01-22|AS-CHOOPA, US
95.179.147.31|2.1.6|linux4.15.0-99-generic|20473|95.179.144.0/20|NL|ripencc|2009-01-22|AS-CHOOPA, US
95.179.150.150|2.1.4|linux4.4.0-171-generic|20473|95.179.144.0/20|NL|ripencc|2009-01-22|AS-CHOOPA, US
95.179.163.251|2.0.0|linux4.15.0-88-generic|20473|95.179.160.0/20|NL|ripencc|2009-01-22|AS-CHOOPA, US
95.179.171.169|2.1.6|linux4.15.0-66-generic|20473|95.179.160.0/20|NL|ripencc|2009-01-22|AS-CHOOPA, US
95.179.176.138|2.1.3|linux4.4.0-164-generic|20473|95.179.176.0/20|NL|ripencc|2009-01-22|AS-CHOOPA, US
95.183.52.176|2.1.6|linux4.4.0-108-generic|197988|95.183.48.0/20|CH|ripencc|2009-02-10|SOLARCOM, CH
95.211.94.120|2.1.6|linux4.15.0-58-generic|60781|95.211.0.0/16|NL|ripencc|2009-02-05|LEASEWEB-NL-AMS-01 Netherlands, NL
95.213.236.39|2.1.6|linux4.4.0-164-generic|49505|95.213.236.0/24|RU|ripencc|2009-08-12|SELECTEL, RU
95.216.139.227|2.1.6|linux4.15.0-46-generic|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.198.42|2.1.6|linux4.15.0-96-generic|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.227.100|2.0.1|linux4.15.0-43-generic|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.46.146|2.1.6|linux4.15.0-55-generic|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.46.155|2.1.6|linux4.15.0-55-generic|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.217.45.103|2.1.4|linux4.15.0-54-generic|24940|95.217.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
